id,state_code,div_no,month,tmax_f,tmin_f,pcpn_in,climdiv_id
2191,14,6,3,56.40,34.00,2.39,1406
2192,14,6,4,66.40,43.40,3.75,1406
2193,14,6,5,75.30,53.90,5.39,1406
2194,14,6,6,84.70,63.70,5.05,1406
2195,14,6,7,89.50,68.00,4.34,1406
2196,14,6,8,88.30,66.20,4.12,1406
2197,14,6,9,80.30,57.30,3.72,1406
2198,14,6,10,68.50,45.30,3.01,1406
2199,14,6,11,54.90,33.50,2.03,1406
2200,14,6,12,43.40,24.20,1.51,1406
2201,14,7,1,46.40,19.40,0.49,1407
2202,14,7,2,50.40,22.30,0.50,1407
2203,14,7,3,60.20,30.80,1.21,1407
2204,14,7,4,68.80,38.80,1.67,1407
2205,14,7,5,78.50,49.90,2.56,1407
2206,14,7,6,88.80,60.10,3.15,1407
2207,14,7,7,93.30,65.30,3.12,1407
2208,14,7,8,90.80,63.50,2.94,1407
2209,14,7,9,83.60,54.80,1.43,1407
2210,14,7,10,71.00,41.50,1.72,1407
2211,14,7,11,57.50,29.00,0.63,1407
2212,14,7,12,46.90,20.80,0.73,1407
2213,14,8,1,44.70,21.30,0.79,1408
2214,14,8,2,49.20,24.70,1.09,1408
2215,14,8,3,59.10,34.00,2.07,1408
2216,14,8,4,68.60,42.60,2.62,1408
2217,14,8,5,77.80,53.20,4.35,1408
2218,14,8,6,88.00,63.50,4.28,1408
2219,14,8,7,92.90,68.10,3.64,1408
2220,14,8,8,90.90,66.60,3.57,1408
2221,14,8,9,83.20,58.00,2.31,1408
2222,14,8,10,70.90,45.20,2.55,1408
2223,14,8,11,57.20,32.60,1.31,1408
2224,14,8,12,45.90,23.80,1.15,1408
2225,14,9,1,43.40,22.90,1.22,1409
2226,14,9,2,48.70,26.60,1.59,1409
2227,14,9,3,58.70,36.00,2.75,1409
2228,14,9,4,68.20,45.10,4.14,1409
2229,14,9,5,76.30,55.10,5.96,1409
2230,14,9,6,85.40,64.70,5.45,1409
2231,14,9,7,90.50,69.00,4.23,1409
2232,14,9,8,89.70,67.30,3.92,1409
2233,14,9,9,81.80,58.70,3.93,1409
2234,14,9,10,70.40,46.60,3.48,1409
2235,14,9,11,57.30,35.20,2.33,1409
2236,14,9,12,46.10,26.20,1.77,1409
2237,15,1,1,44.10,26.60,3.72,1501
2238,15,1,2,48.90,29.80,4.02,1501
2239,15,1,3,58.60,37.50,4.78,1501
2240,15,1,4,69.60,46.30,5.01,1501
2241,15,1,5,77.70,56.50,5.12,1501
2242,15,1,6,85.50,64.80,4.49,1501
2243,15,1,7,88.60,68.40,4.36,1501
2244,15,1,8,87.90,66.30,3.27,1501
2245,15,1,9,82.00,58.90,3.53,1501
2246,15,1,10,71.00,47.30,3.75,1501
2247,15,1,11,57.80,36.90,4.01,1501
2248,15,1,12,47.50,30.20,4.50,1501
2249,15,2,1,44.20,25.60,3.89,1502
2250,15,2,2,48.90,28.50,4.10,1502
2251,15,2,3,58.20,35.70,4.88,1502
2252,15,2,4,69.20,44.30,4.91,1502
2253,15,2,5,77.20,54.10,5.27,1502
2254,15,2,6,84.80,62.10,4.79,1502
2255,15,2,7,87.70,66.10,4.76,1502
2256,15,2,8,87.20,64.30,3.58,1502
2257,15,2,9,81.30,57.00,3.78,1502
2258,15,2,10,70.40,45.60,3.71,1502
2259,15,2,11,58.00,35.40,3.67,1502
2260,15,2,12,47.70,29.30,4.66,1502
2261,15,3,1,41.60,24.20,3.48,1503
2262,15,3,2,46.30,26.70,3.45,1503
2263,15,3,3,55.60,34.20,4.50,1503
2264,15,3,4,67.10,43.20,4.63,1503
2265,15,3,5,75.70,52.90,5.18,1503
2266,15,3,6,83.20,61.10,4.83,1503
2267,15,3,7,86.40,65.10,4.96,1503
2268,15,3,8,85.60,63.60,3.58,1503
2269,15,3,9,80.00,56.40,3.58,1503
2270,15,3,10,68.40,45.00,3.49,1503
2271,15,3,11,55.70,34.80,3.29,1503
2272,15,3,12,45.50,28.30,4.05,1503
2273,15,4,1,43.80,25.00,3.82,1504
2274,15,4,2,48.50,27.90,3.86,1504
2275,15,4,3,57.50,34.10,4.59,1504
2276,15,4,4,68.70,42.50,4.45,1504
2277,15,4,5,76.20,51.50,4.87,1504
2278,15,4,6,83.00,59.90,4.78,1504
2279,15,4,7,85.80,64.30,5.25,1504
2280,15,4,8,85.00,63.00,3.95,1504
2281,15,4,9,79.70,56.00,3.50,1504
2282,15,4,10,69.10,44.20,3.19,1504
2283,15,4,11,57.30,34.00,3.27,1504
2284,15,4,12,47.30,28.50,4.48,1504
2285,16,1,1,57.30,36.20,4.86,1601
2286,16,1,2,61.50,39.50,4.64,1601
2287,16,1,3,69.30,46.10,5.18,1601
2288,16,1,4,76.50,52.90,5.08,1601
2289,16,1,5,83.60,61.90,4.55,1601
2290,16,1,6,90.10,69.40,4.48,1601
2291,16,1,7,93.20,72.30,3.69,1601
2292,16,1,8,93.80,71.60,3.44,1601
2293,16,1,9,88.30,65.20,3.69,1601
2294,16,1,10,78.20,53.30,4.57,1601
2295,16,1,11,67.10,44.10,4.36,1601
2296,16,1,12,59.00,37.70,5.27,1601
2297,16,2,1,57.10,35.50,5.50,1602
2298,16,2,2,61.40,38.80,5.06,1602
2299,16,2,3,69.30,45.20,5.37,1602
2300,16,2,4,76.50,52.30,5.72,1602
2301,16,2,5,83.60,61.10,4.59,1602
2302,16,2,6,89.90,68.50,4.46,1602
2303,16,2,7,92.70,71.40,4.02,1602
2304,16,2,8,93.10,70.60,3.59,1602
2305,16,2,9,88.10,64.30,3.71,1602
2306,16,2,10,78.30,52.40,4.62,1602
2307,16,2,11,67.00,43.20,4.58,1602
2308,16,2,12,58.90,37.30,5.61,1602
2309,16,3,1,56.80,36.50,5.68,1603
2310,16,3,2,61.30,40.00,5.18,1603
2311,16,3,3,69.20,46.30,5.39,1603
2312,16,3,4,76.60,53.60,5.91,1603
2313,16,3,5,84.00,62.20,4.54,1603
2314,16,3,6,90.00,69.40,4.19,1603
2315,16,3,7,92.50,72.00,4.21,1603
2316,16,3,8,92.80,71.00,3.86,1603
2317,16,3,9,88.30,65.00,3.40,1603
2318,16,3,10,78.70,53.40,4.51,1603
2319,16,3,11,67.40,44.10,4.59,1603
2320,16,3,12,59.10,38.40,5.56,1603
2321,16,4,1,59.40,37.80,5.51,1604
2322,16,4,2,63.60,41.40,4.90,1604
2323,16,4,3,70.90,47.50,5.11,1604
2324,16,4,4,77.50,54.00,5.29,1604
2325,16,4,5,84.50,62.50,4.69,1604
2326,16,4,6,90.20,69.30,4.75,1604
2327,16,4,7,92.70,71.80,4.38,1604
2328,16,4,8,93.40,71.20,3.97,1604
2329,16,4,9,88.50,65.60,4.11,1604
2330,16,4,10,79.40,54.10,4.71,1604
2331,16,4,11,68.80,45.20,5.06,1604
2332,16,4,12,61.00,39.40,5.63,1604
2333,16,5,1,59.90,38.90,6.11,1605
2334,16,5,2,64.10,42.40,5.06,1605
2335,16,5,3,71.40,48.70,4.90,1605
2336,16,5,4,77.90,55.20,5.16,1605
2337,16,5,5,84.90,63.50,4.76,1605
2338,16,5,6,90.20,70.10,5.00,1605
2339,16,5,7,92.30,72.40,4.72,1605
2340,16,5,8,92.80,71.90,4.40,1605
2341,16,5,9,88.60,66.60,4.16,1605
2342,16,5,10,80.00,55.30,4.48,1605
2343,16,5,11,69.50,46.10,5.06,1605
2344,16,5,12,61.80,40.70,5.59,1605
2345,16,6,1,61.50,40.00,6.15,1606
2346,16,6,2,65.60,43.60,5.03,1606
2347,16,6,3,72.30,49.20,5.17,1606
2348,16,6,4,78.40,55.60,5.26,1606
2349,16,6,5,85.10,63.40,5.40,1606
2350,16,6,6,90.10,70.10,6.19,1606
2351,16,6,7,91.70,72.30,6.09,1606
2352,16,6,8,91.70,71.90,6.08,1606
2353,16,6,9,88.10,67.50,4.47,1606
2354,16,6,10,80.30,56.60,4.33,1606
2355,16,6,11,70.20,46.70,4.20,1606
2356,16,6,12,63.30,41.90,5.36,1606
2357,16,7,1,61.40,42.30,5.83,1607
2358,16,7,2,65.20,46.20,4.05,1607
2359,16,7,3,71.70,51.80,3.76,1607
2360,16,7,4,77.70,58.20,4.64,1607
2361,16,7,5,84.40,66.00,4.97,1607
2362,16,7,6,89.50,72.10,6.23,1607
2363,16,7,7,91.20,74.00,5.89,1607
2364,16,7,8,91.70,73.50,5.91,1607
2365,16,7,9,88.20,69.10,5.26,1607
2366,16,7,10,80.50,58.90,4.62,1607
2367,16,7,11,70.60,49.80,4.80,1607
2368,16,7,12,63.50,44.10,4.95,1607
2369,16,8,1,62.40,43.00,5.59,1608
2370,16,8,2,66.10,46.80,4.20,1608
2371,16,8,3,72.40,52.20,3.96,1608
2372,16,8,4,78.40,58.40,4.79,1608
2373,16,8,5,84.80,66.10,5.28,1608
2374,16,8,6,89.50,72.20,6.73,1608
2375,16,8,7,90.90,74.00,6.36,1608
2376,16,8,8,91.20,73.70,6.49,1608
2377,16,8,9,88.10,69.70,5.12,1608
2378,16,8,10,80.80,59.40,4.53,1608
2379,16,8,11,71.30,49.90,4.19,1608
2380,16,8,12,64.60,44.80,4.73,1608
2381,16,9,1,62.80,45.10,5.23,1609
2382,16,9,2,66.20,48.70,3.91,1609
2383,16,9,3,71.90,53.80,4.35,1609
2384,16,9,4,77.60,60.10,4.67,1609
2385,16,9,5,84.10,67.70,5.01,1609
2386,16,9,6,88.90,73.60,6.84,1609
2387,16,9,7,90.50,75.10,7.39,1609
2388,16,9,8,90.50,75.20,7.07,1609
2389,16,9,9,87.40,71.80,5.76,1609
2390,16,9,10,80.20,62.40,4.03,1609
2391,16,9,11,71.10,52.30,3.83,1609
2392,16,9,12,65.00,47.30,4.50,1609
2393,17,1,1,21.50,2.20,2.98,1701
2394,17,1,2,24.90,3.50,2.55,1701
2395,17,1,3,34.60,13.60,2.98,1701
2396,17,1,4,47.40,26.80,3.43,1701
2397,17,1,5,62.10,38.20,3.66,1701
2398,17,1,6,71.20,48.00,4.43,1701
2399,17,1,7,75.90,53.90,4.37,1701
2400,17,1,8,74.50,52.00,3.91,1701
2401,17,1,9,66.50,43.90,3.66,1701
2402,17,1,10,52.50,34.30,4.61,1701
2403,17,1,11,39.20,24.30,3.60,1701
2404,17,1,12,27.60,11.60,3.75,1701
2405,17,2,1,27.60,8.60,3.48,1702
2406,17,2,2,30.90,10.20,2.92,1702
2407,17,2,3,39.60,19.70,3.64,1702
2408,17,2,4,52.40,31.00,3.94,1702
2409,17,2,5,65.20,41.40,3.67,1702
2410,17,2,6,73.80,51.00,4.27,1702
2411,17,2,7,79.10,56.90,3.70,1702
2412,17,2,8,78.00,55.40,3.56,1702
2413,17,2,9,69.90,47.30,3.75,1702
2414,17,2,10,57.00,37.30,5.07,1702
2415,17,2,11,44.50,27.90,4.33,1702
2416,17,2,12,33.50,17.00,4.36,1702
2417,17,3,1,30.50,13.00,3.91,1703
2418,17,3,2,32.80,14.60,3.37,1703
2419,17,3,3,40.50,23.00,4.16,1703
2420,17,3,4,52.20,33.00,4.28,1703
2421,17,3,5,63.20,42.80,3.78,1703
2422,17,3,6,71.90,51.90,4.22,1703
2423,17,3,7,77.80,58.00,3.44,1703
2424,17,3,8,76.80,57.10,3.31,1703
2425,17,3,9,69.20,50.00,3.97,1703
2426,17,3,10,57.30,39.90,5.27,1703
2427,17,3,11,46.20,30.50,4.68,1703
2428,17,3,12,36.20,20.40,4.82,1703
2429,18,1,1,46.10,28.30,3.46,1801
2430,18,1,2,48.50,29.50,3.00,1801
2431,18,1,3,55.50,35.80,4.12,1801
2432,18,1,4,66.10,44.60,3.41,1801
2433,18,1,5,74.60,54.20,3.60,1801
2434,18,1,6,83.00,63.50,3.92,1801
2435,18,1,7,87.80,68.80,4.43,1801
2436,18,1,8,85.80,67.00,4.64,1801
2437,18,1,9,79.80,60.80,4.20,1801
2438,18,1,10,70.00,49.50,3.96,1801
2439,18,1,11,58.80,39.30,3.17,1801
2440,18,1,12,50.40,32.30,3.69,1801
2441,18,2,1,44.80,27.10,3.31,1802
2442,18,2,2,47.60,28.30,2.85,1802
2443,18,2,3,55.60,35.10,4.05,1802
2444,18,2,4,66.90,44.20,3.42,1802
2445,18,2,5,75.50,53.90,3.70,1802
2446,18,2,6,83.90,63.20,4.15,1802
2447,18,2,7,88.40,68.10,4.30,1802
2448,18,2,8,86.30,66.20,4.72,1802
2449,18,2,9,79.80,59.70,4.06,1802
2450,18,2,10,69.40,48.10,3.81,1802
2451,18,2,11,58.00,38.00,3.20,1802
2452,18,2,12,49.00,31.00,3.76,1802
2453,18,3,1,45.20,27.10,3.03,1803
2454,18,3,2,48.40,28.60,2.68,1803
2455,18,3,3,56.40,35.30,3.85,1803
2456,18,3,4,67.40,45.00,3.27,1803
2457,18,3,5,75.40,54.70,3.90,1803
2458,18,3,6,83.70,63.90,4.15,1803
2459,18,3,7,87.90,68.70,4.45,1803
2460,18,3,8,86.10,67.00,4.36,1803
2461,18,3,9,79.60,60.60,4.45,1803
2462,18,3,10,69.20,48.60,3.80,1803
2463,18,3,11,58.30,38.10,3.13,1803
2464,18,3,12,49.10,31.20,3.61,1803
2465,18,4,1,43.80,26.70,3.02,1804
2466,18,4,2,47.00,28.10,2.68,1804
2467,18,4,3,55.20,34.90,3.96,1804
2468,18,4,4,66.80,44.70,3.39,1804
2469,18,4,5,75.30,54.30,3.99,1804
2470,18,4,6,83.80,63.60,4.29,1804
2471,18,4,7,88.00,68.50,4.50,1804
2472,18,4,8,86.10,66.80,4.22,1804
2473,18,4,9,79.40,60.10,4.48,1804
2474,18,4,10,68.50,48.10,3.89,1804
2475,18,4,11,57.20,37.80,3.14,1804
2476,18,4,12,47.90,30.90,3.71,1804
2477,18,5,1,43.10,26.10,3.06,1805
2478,18,5,2,46.10,27.20,2.71,1805
2479,18,5,3,54.20,34.40,4.09,1805
2480,18,5,4,65.90,43.80,3.42,1805
2481,18,5,5,74.70,53.50,3.72,1805
2482,18,5,6,83.30,62.90,4.15,1805
2483,18,5,7,87.90,67.90,4.34,1805
2484,18,5,8,85.90,66.00,4.24,1805
2485,18,5,9,79.30,59.20,4.41,1805
2486,18,5,10,68.30,47.50,3.60,1805
2487,18,5,11,56.90,37.30,3.10,1805
2488,18,5,12,47.60,30.30,3.68,1805
2489,18,6,1,41.00,24.10,3.17,1806
2490,18,6,2,44.20,25.60,2.69,1806
2491,18,6,3,52.80,32.50,3.98,1806
2492,18,6,4,65.00,42.30,3.60,1806
2493,18,6,5,74.00,52.00,4.15,1806
2494,18,6,6,82.30,61.00,4.29,1806
2495,18,6,7,86.60,65.90,4.50,1806
2496,18,6,8,84.60,64.10,3.92,1806
2497,18,6,9,77.90,57.20,4.60,1806
2498,18,6,10,66.70,45.60,3.94,1806
2499,18,6,11,55.00,35.60,3.29,1806
2500,18,6,12,45.20,28.50,3.75,1806
2501,18,7,1,39.60,22.40,2.77,1807
2502,18,7,2,43.40,24.10,2.34,1807
2503,18,7,3,52.20,30.50,3.41,1807
2504,18,7,4,65.00,40.20,3.58,1807
2505,18,7,5,74.10,49.50,4.29,1807
2506,18,7,6,82.10,58.10,4.00,1807
2507,18,7,7,86.20,62.60,3.84,1807
2508,18,7,8,84.50,60.90,3.41,1807
2509,18,7,9,77.70,53.90,3.96,1807
2510,18,7,10,66.10,42.70,3.14,1807
2511,18,7,11,53.90,33.50,2.84,1807
2512,18,7,12,43.40,26.50,3.19,1807
2513,18,8,1,34.80,18.70,3.76,1808
2514,18,8,2,38.50,20.10,3.37,1808
2515,18,8,3,47.00,26.40,4.17,1808
2516,18,8,4,59.60,35.90,4.20,1808
2517,18,8,5,68.50,45.60,5.10,1808
2518,18,8,6,75.60,53.80,4.85,1808
2519,18,8,7,79.00,58.10,4.51,1808
2520,18,8,8,77.70,56.50,4.16,1808
2521,18,8,9,71.60,49.90,3.88,1808
2522,18,8,10,60.70,39.10,3.48,1808
2523,18,8,11,49.00,30.00,3.09,1808
2524,18,8,12,39.00,23.10,3.86,1808
2525,19,1,1,31.20,13.50,3.54,1901
2526,19,1,2,34.30,15.10,2.97,1901
2527,19,1,3,42.40,22.50,3.78,1901
2528,19,1,4,55.70,32.80,3.87,1901
2529,19,1,5,67.50,43.80,3.96,1901
2530,19,1,6,75.40,52.30,4.75,1901
2531,19,1,7,80.20,57.30,4.50,1901
2532,19,1,8,78.30,55.70,4.50,1901
2533,19,1,9,71.10,48.90,4.79,1901
2534,19,1,10,58.90,38.20,4.81,1901
2535,19,1,11,47.00,29.00,3.74,1901
2536,19,1,12,36.10,19.80,4.23,1901
2537,19,2,1,34.40,16.00,3.55,1902
2538,19,2,2,37.40,17.70,3.21,1902
2539,19,2,3,45.30,25.30,4.11,1902
2540,19,2,4,58.20,35.00,4.09,1902
2541,19,2,5,69.30,45.50,3.70,1902
2542,19,2,6,77.60,54.90,4.35,1902
2543,19,2,7,82.70,60.50,3.93,1902
2544,19,2,8,81.00,58.80,4.09,1902
2545,19,2,9,73.70,51.00,4.17,1902
2546,19,2,10,61.60,39.80,4.84,1902
2547,19,2,11,50.00,30.90,3.81,1902
2548,19,2,12,39.40,22.30,4.39,1902
2549,19,3,1,37.90,21.50,3.96,1903
2550,19,3,2,39.70,22.60,3.55,1903
2551,19,3,3,46.10,28.80,4.92,1903
2552,19,3,4,56.60,37.60,4.36,1903
2553,19,3,5,66.60,47.10,3.54,1903
2554,19,3,6,75.50,56.60,3.85,1903
2555,19,3,7,81.50,63.00,3.19,1903
2556,19,3,8,80.20,61.80,3.59,1903
2557,19,3,9,73.30,54.70,4.01,1903
2558,19,3,10,62.40,44.20,4.78,1903
2559,19,3,11,52.20,35.30,4.24,1903
2560,19,3,12,43.10,27.20,4.81,1903
2561,20,1,1,22.30,5.60,1.75,2001
2562,20,1,2,26.50,5.80,1.34,2001
2563,20,1,3,37.20,14.60,1.68,2001
2564,20,1,4,49.50,26.80,2.68,2001
2565,20,1,5,63.90,38.70,3.21,2001
2566,20,1,6,73.30,48.70,3.46,2001
2567,20,1,7,77.60,53.60,3.70,2001
2568,20,1,8,75.80,52.30,3.09,2001
2569,20,1,9,67.70,45.50,3.56,2001
2570,20,1,10,53.60,34.40,3.52,2001
2571,20,1,11,38.80,23.70,2.31,2001
2572,20,1,12,27.40,12.80,1.93,2001
2573,20,2,1,24.20,9.20,2.22,2002
2574,20,2,2,26.80,9.00,1.57,2002
2575,20,2,3,36.30,16.80,1.82,2002
2576,20,2,4,48.40,28.30,2.57,2002
2577,20,2,5,62.40,39.10,2.91,2002
2578,20,2,6,72.20,49.10,3.13,2002
2579,20,2,7,76.90,54.30,3.44,2002
2580,20,2,8,75.40,54.10,3.06,2002
2581,20,2,9,67.40,47.40,3.73,2002
2582,20,2,10,53.90,36.90,4.02,2002
2583,20,2,11,40.50,26.80,2.85,2002
2584,20,2,12,29.90,16.80,2.45,2002
2585,20,3,1,27.40,13.50,2.22,2003
2586,20,3,2,29.90,13.30,1.54,2003
2587,20,3,3,40.00,20.40,1.92,2003
2588,20,3,4,52.80,30.70,3.08,2003
2589,20,3,5,66.20,41.60,3.25,2003
2590,20,3,6,75.60,51.80,3.23,2003
2591,20,3,7,79.60,56.40,3.05,2003
2592,20,3,8,77.70,55.50,3.17,2003
2593,20,3,9,70.30,48.20,3.44,2003
2594,20,3,10,56.70,38.40,4.07,2003
2595,20,3,11,43.20,29.10,2.86,2003
2596,20,3,12,32.70,20.50,2.37,2003
2597,20,4,1,26.90,11.40,1.84,2004
2598,20,4,2,29.60,11.40,1.47,2004
2599,20,4,3,39.70,19.20,1.72,2004
2600,20,4,4,52.50,30.20,2.95,2004
2601,20,4,5,66.00,40.90,3.11,2004
2602,20,4,6,75.80,51.20,3.17,2004
2603,20,4,7,79.90,55.70,3.22,2004
2604,20,4,8,78.00,54.50,3.27,2004
2605,20,4,9,70.50,47.00,3.07,2004
2606,20,4,10,56.80,37.30,3.32,2004
2607,20,4,11,43.10,28.30,2.35,2004
2608,20,4,12,32.30,19.10,2.06,2004
2609,20,5,1,29.60,15.70,2.33,2005
2610,20,5,2,32.50,15.80,1.81,2005
2611,20,5,3,42.70,23.00,2.21,2005
2612,20,5,4,55.80,33.00,3.55,2005
2613,20,5,5,68.20,43.50,3.58,2005
2614,20,5,6,77.50,53.00,3.48,2005
2615,20,5,7,81.30,57.30,3.12,2005
2616,20,5,8,79.30,56.30,3.27,2005
2617,20,5,9,72.10,48.70,3.09,2005
2618,20,5,10,58.70,38.80,3.99,2005
2619,20,5,11,45.20,30.00,3.09,2005
2620,20,5,12,34.60,21.70,2.39,2005
2621,20,6,1,28.80,14.20,2.13,2006
2622,20,6,2,31.80,14.60,1.70,2006
2623,20,6,3,42.50,22.50,2.08,2006
2624,20,6,4,55.70,33.00,3.56,2006
2625,20,6,5,68.60,43.90,3.63,2006
2626,20,6,6,78.10,53.70,3.52,2006
2627,20,6,7,82.00,57.70,3.10,2006
2628,20,6,8,79.70,56.30,3.50,2006
2629,20,6,9,72.50,48.40,2.83,2006
2630,20,6,10,59.00,38.40,3.36,2006
2631,20,6,11,45.10,29.30,2.54,2006
2632,20,6,12,34.00,20.80,2.07,2006
2633,20,7,1,29.40,15.70,2.00,2007
2634,20,7,2,32.00,16.40,1.68,2007
2635,20,7,3,41.90,24.50,1.87,2007
2636,20,7,4,55.00,34.40,3.23,2007
2637,20,7,5,67.60,45.10,3.48,2007
2638,20,7,6,77.30,55.20,3.35,2007
2639,20,7,7,81.20,59.60,3.21,2007
2640,20,7,8,79.20,58.60,3.33,2007
2641,20,7,9,72.50,50.90,2.91,2007
2642,20,7,10,59.50,40.90,2.98,2007
2643,20,7,11,46.00,31.20,2.41,2007
2644,20,7,12,34.80,22.50,1.98,2007
2645,20,8,1,31.50,17.50,2.50,2008
2646,20,8,2,34.50,18.80,2.02,2008
2647,20,8,3,45.20,26.40,2.25,2008
2648,20,8,4,58.20,36.20,3.60,2008
2649,20,8,5,69.80,46.90,3.99,2008
2650,20,8,6,79.10,56.70,3.83,2008
2651,20,8,7,82.80,60.60,3.49,2008
2652,20,8,8,80.70,59.30,3.67,2008
2653,20,8,9,74.10,51.70,3.26,2008
2654,20,8,10,61.30,41.30,3.88,2008
2655,20,8,11,47.60,31.70,2.89,2008
2656,20,8,12,36.60,23.40,2.45,2008
2657,20,9,1,30.60,16.40,2.30,2009
2658,20,9,2,33.70,17.70,1.92,2009
2659,20,9,3,44.70,25.60,2.19,2009
2660,20,9,4,57.90,35.80,3.40,2009
2661,20,9,5,69.50,46.80,4.04,2009
2662,20,9,6,78.80,56.50,3.84,2009
2663,20,9,7,82.50,60.10,3.47,2009
2664,20,9,8,80.30,58.70,3.63,2009
2665,20,9,9,73.60,50.90,3.12,2009
2666,20,9,10,60.80,40.50,3.41,2009
2667,20,9,11,46.90,30.90,2.70,2009
2668,20,9,12,35.60,22.50,2.15,2009
2669,20,10,1,31.00,16.90,2.16,2010
2670,20,10,2,33.90,18.20,1.84,2010
2671,20,10,3,44.30,26.10,2.20,2010
2672,20,10,4,57.60,36.30,3.18,2010
2673,20,10,5,69.60,47.10,3.72,2010
2674,20,10,6,78.90,57.10,3.44,2010
2675,20,10,7,82.70,61.10,3.34,2010
2676,20,10,8,80.60,59.80,3.29,2010
2677,20,10,9,73.90,52.10,3.03,2010
2678,20,10,10,61.10,41.60,2.85,2010
2679,20,10,11,47.30,31.60,2.53,2010
2680,20,10,12,35.90,23.30,2.10,2010
2681,21,1,1,15.50,-3.00,0.66,2101
2682,21,1,2,21.20,0.80,0.59,2101
2683,21,1,3,34.90,15.50,0.89,2101
2684,21,1,4,51.80,29.70,1.42,2101
2685,21,1,5,66.20,41.80,2.98,2101
2686,21,1,6,75.50,52.80,4.17,2101
2687,21,1,7,79.60,57.00,3.61,2101
2688,21,1,8,78.30,54.30,2.94,2101
2689,21,1,9,69.10,46.10,2.72,2101
2690,21,1,10,53.10,33.80,2.14,2101
2691,21,1,11,35.20,19.20,0.93,2101
2692,21,1,12,21.30,5.20,0.84,2101
2693,21,2,1,16.90,-3.20,0.76,2102
2694,21,2,2,23.20,0.20,0.69,2102
2695,21,2,3,36.60,14.40,1.03,2102
2696,21,2,4,51.30,27.90,1.72,2102
2697,21,2,5,65.00,40.50,3.01,2102
2698,21,2,6,73.90,51.20,4.22,2102
2699,21,2,7,78.40,55.70,3.82,2102
2700,21,2,8,76.60,53.30,3.27,2102
2701,21,2,9,67.40,45.20,3.01,2102
2702,21,2,10,52.30,33.70,2.54,2102
2703,21,2,11,35.20,19.60,1.25,2102
2704,21,2,12,22.10,5.20,0.93,2102
2705,21,3,1,17.10,-2.90,0.99,2103
2706,21,3,2,23.30,0.00,0.92,2103
2707,21,3,3,36.10,12.50,1.19,2103
2708,21,3,4,49.50,25.80,2.10,2103
2709,21,3,5,63.30,37.90,3.10,2103
2710,21,3,6,72.30,48.00,4.16,2103
2711,21,3,7,77.00,53.00,3.94,2103
2712,21,3,8,75.10,51.30,3.26,2103
2713,21,3,9,65.90,43.90,3.45,2103
2714,21,3,10,51.10,32.40,2.83,2103
2715,21,3,11,34.70,19.30,1.72,2103
2716,21,3,12,22.10,5.20,1.33,2103
2717,21,4,1,20.10,1.80,0.67,2104
2718,21,4,2,25.20,5.60,0.67,2104
2719,21,4,3,38.00,19.50,1.21,2104
2720,21,4,4,54.20,32.30,2.22,2104
2721,21,4,5,68.20,44.80,3.21,2104
2722,21,4,6,77.50,55.80,4.24,2104
2723,21,4,7,81.40,59.80,3.93,2104
2724,21,4,8,79.50,57.10,3.33,2104
2725,21,4,9,71.70,48.70,2.82,2104
2726,21,4,10,56.50,35.80,2.43,2104
2727,21,4,11,39.40,21.90,1.04,2104
2728,21,4,12,25.50,9.00,0.77,2104
2729,21,5,1,20.80,3.40,0.70,2105
2730,21,5,2,26.20,7.10,0.76,2105
2731,21,5,3,39.00,20.40,1.44,2105
2732,21,5,4,54.50,33.00,2.57,2105
2733,21,5,5,67.80,45.40,3.65,2105
2734,21,5,6,77.30,56.00,4.54,2105
2735,21,5,7,81.30,60.30,4.06,2105
2736,21,5,8,79.00,57.70,3.84,2105
2737,21,5,9,71.20,49.40,3.05,2105
2738,21,5,10,56.50,36.80,2.53,2105
2739,21,5,11,39.70,23.30,1.33,2105
2740,21,5,12,26.00,10.40,0.92,2105
2741,21,6,1,20.40,2.10,0.76,2106
2742,21,6,2,26.30,5.80,0.79,2106
2743,21,6,3,39.00,18.40,1.42,2106
2744,21,6,4,53.40,31.00,2.54,2106
2745,21,6,5,66.60,43.10,3.70,2106
2746,21,6,6,75.70,53.10,4.49,2106
2747,21,6,7,80.20,58.20,4.38,2106
2748,21,6,8,78.00,55.90,3.89,2106
2749,21,6,9,69.70,48.00,3.22,2106
2750,21,6,10,55.20,35.80,2.89,2106
2751,21,6,11,38.70,22.90,1.53,2106
2752,21,6,12,25.50,9.90,1.07,2106
2753,21,7,1,23.00,5.90,0.67,2107
2754,21,7,2,27.90,9.80,0.78,2107
2755,21,7,3,40.30,22.10,1.53,2107
2756,21,7,4,55.80,33.50,2.91,2107
2757,21,7,5,68.70,45.90,3.98,2107
2758,21,7,6,78.70,57.00,4.72,2107
2759,21,7,7,82.40,60.70,3.67,2107
2760,21,7,8,79.80,57.90,3.60,2107
2761,21,7,9,73.00,49.50,3.19,2107
2762,21,7,10,58.60,36.80,2.31,2107
2763,21,7,11,41.70,23.30,1.31,2107
2764,21,7,12,28.00,11.80,0.87,2107
2765,21,8,1,22.90,6.30,0.83,2108
2766,21,8,2,27.80,10.40,0.91,2108
2767,21,8,3,40.60,22.90,1.77,2108
2768,21,8,4,56.10,34.80,3.27,2108
2769,21,8,5,68.80,47.10,4.41,2108
2770,21,8,6,78.80,57.90,5.13,2108
2771,21,8,7,81.90,61.50,4.26,2108
